answerid;gender;age;country;region
994;m;24-29;DE;BW
994;m;18-23;DE;NW
926;m;24-29;DE;NI
926;m;30-38;DE;SH
926;w;24-29;DE;BW
926;m;18-23;DE;NI
926;m;18-23;DE;BW
926;m;30-38;CH;ZH
926;m;18-23;DE;BW
926;m;18-23;DE;RP
994;m;18-23;DE;BW
926;m;18-23;DE;NI
927;w;24-29;DE;NW
926;m;18-23;DE;HE
994;m;30-38;DE;NW
994;m;24-29;DE;HB
926;m;18-23;DE;SH
926;m;24-29;DE;NI
926;m;24-29;DE;HE
926;m;30-38;DE;BW
926;m;18-23;DE;SN
994;m;18-23;DE;NW
994;m;24-29;DE;ST
994;m;18-23;DE;TH
994;m;30-38;DE;RP
927;m;18-23;DE;RP
926;m;24-29;DE;NW
926;m;18-23;DE;NW
994;w;18-23;DE;NI
926;m;49-55;DE;BW
926;m;18-23;DE;NI
927;m;30-38;DE;BY
994;m;18-23;DE;BW
926;m;24-29;DE;NW
927;m;18-23;DE;NW
994;m;18-23;DE;SN
994;m;24-29;DE;HE
994;m;18-23;DE;HH
926;m;24-29;DE;NI
927;m;24-29;DE;HE
994;m;49-55;DE;BY
926;m;18-23;DE;NW
926;m;18-23;DE;HE
927;m;24-29;DE;NW
926;m;24-29;DE;HE
994;m;24-29;DE;NI
926;w;<18;DE;NI
926;m;24-29;DE;HE
926;m;18-23;DE;BE
994;m;24-29;DE;BW
926;m;18-23;AT;W
926;m;18-23;DE;SL
927;m;18-23;DE;HE
926;m;18-23;DE;BY
926;m;24-29;DE;BE
926;m;24-29;other;other
994;m;24-29;DE;SN
926;m;18-23;DE;NW
926;m;24-29;DE;BW
994;m;18-23;DE;BY
926;m;18-23;DE;HB
926;m;18-23;DE;RP
926;m;18-23;DE;ST
926;m;24-29;DE;SH
926;m;18-23;DE;HB
926;m;18-23;DE;BW
994;w;24-29;DE;SN
994;m;18-23;DE;HE
926;m;24-29;DE;HE
926;m;18-23;DE;MV
994;m;24-29;DE;BW
926;m;24-29;DE;HE
927;m;18-23;DE;NI
927;m;18-23;DE;NI
926;m;18-23;DE;BW
994;m;18-23;DE;HE
994;m;18-23;DE;BW
926;m;18-23;DE;BY
926;m;18-23;DE;NW
994;m;<18;DE;BW
926;m;30-38;DE;NW
994;m;24-29;DE;BY
926;m;18-23;DE;HE
926;m;18-23;DE;NW
994;m;18-23;DE;BW
994;m;30-38;DE;BY
994;m;18-23;DE;SN
926;m;24-29;DE;BY
926;m;30-38;DE;HH
926;m;18-23;DE;BW
926;m;18-23;DE;BW
994;m;30-38;DE;BY
926;m;18-23;DE;BW
926;m;18-23;DE;NW
994;w;24-29;DE;BW
926;m;24-29;DE;HE
926;m;30-38;DE;BY
926;m;18-23;DE;NW
994;m;18-23;DE;NI
926;m;24-29;DE;BW
994;m;18-23;DE;HE
927;m;24-29;DE;SN
994;m;18-23;DE;BY
926;m;24-29;DE;NW
926;m;18-23;DE;NW
926;m;18-23;DE;SN
926;m;18-23;DE;NW
994;w;18-23;DE;BW
994;m;24-29;DE;BE
927;m;39-48;DE;NI
926;m;24-29;DE;NW
994;m;24-29;CH;BS
926;w;24-29;DE;BY
926;m;18-23;DE;BY
926;m;24-29;DE;HH
926;m;18-23;DE;SH
926;m;18-23;DE;NI
994;m;18-23;DE;NW
927;w;18-23;other;other
926;m;18-23;DE;RP
926;m;18-23;DE;NI
926;m;18-23;DE;NW
994;m;18-23;AT;OÖ
926;m;24-29;DE;HE
994;m;24-29;DE;SN
994;m;18-23;DE;NI
926;m;24-29;DE;BY
994;m;24-29;DE;HE
926;m;18-23;DE;BW
926;w;18-23;CH;ZH
994;m;24-29;DE;RP
926;m;18-23;DE;BW
926;m;18-23;DE;NW
926;m;24-29;DE;NI
926;m;18-23;DE;BW
927;m;18-23;DE;NW
926;m;24-29;DE;HE
927;m;18-23;DE;NI
926;m;24-29;DE;NI
994;m;24-29;AT;OÖ
926;m;18-23;DE;NW
926;m;24-29;DE;NI
994;m;18-23;AT;NÖ
926;m;18-23;DE;NW
994;m;18-23;AT;W
994;m;24-29;AT;STMG
926;m;18-23;DE;HE
926;m;24-29;DE;RP
926;m;18-23;DE;NI
927;m;18-23;DE;RP
926;m;18-23;DE;HE
926;m;24-29;AT;T
926;m;30-38;DE;SH
926;m;24-29;DE;NW
994;m;24-29;DE;BW
994;m;30-38;DE;BY
926;m;18-23;DE;NW
926;m;18-23;DE;BY
994;m;18-23;DE;HE
994;m;18-23;DE;RP
926;m;24-29;DE;BY
926;m;18-23;DE;SH
926;m;24-29;DE;BW
994;m;18-23;DE;NI
926;m;24-29;DE;BW
994;m;18-23;DE;BY
926;m;18-23;DE;BB
994;m;18-23;AT;T
926;m;30-38;AT;NÖ
926;m;18-23;DE;SN
926;m;24-29;DE;NI
994;m;30-38;DE;NW
926;w;18-23;AT;OÖ
926;m;24-29;DE;NW
926;m;24-29;DE;BW
926;m;18-23;DE;TH
994;m;18-23;DE;BY
994;m;<18;DE;RP
926;m;18-23;DE;NI
926;m;18-23;DE;SH
926;m;24-29;DE;BW
926;m;24-29;DE;BY
926;m;24-29;DE;BE
994;m;30-38;DE;NW
926;m;24-29;DE;NW
994;m;24-29;DE;BY
994;m;30-38;DE;BY
926;m;24-29;DE;BE
926;m;24-29;DE;HE
926;m;18-23;CH;ZH
994;m;<18;DE;SH
994;m;18-23;DE;HE
926;m;18-23;DE;RP
926;m;18-23;DE;NI
927;m;24-29;DE;NW
926;m;18-23;DE;BE
926;m;24-29;DE;NI
926;m;18-23;DE;BY
926;m;18-23;DE;BY
926;m;24-29;DE;NI
994;m;18-23;DE;SN
994;w;18-23;DE;NW
926;m;18-23;DE;BY
994;m;18-23;DE;BY
926;m;18-23;DE;NW
926;m;24-29;DE;NW
926;m;18-23;DE;NI
926;m;18-23;DE;NW
927;m;18-23;DE;BW
926;m;24-29;DE;ST
994;m;24-29;DE;NW
926;m;30-38;DE;NW
926;m;24-29;other;other
994;m;18-23;DE;NI
927;m;24-29;DE;BW
926;m;55>;DE;BW
994;m;24-29;DE;BY
994;m;18-23;DE;NI
926;m;30-38;DE;BY
926;m;18-23;DE;BY
926;m;24-29;DE;HE
926;m;24-29;CH;BE
926;m;18-23;DE;HH
926;m;24-29;AT;STMG
926;m;24-29;DE;BY
927;m;18-23;DE;HE
994;m;18-23;DE;NW
994;m;24-29;DE;NW
926;m;24-29;DE;BW
927;m;24-29;other;other
926;w;24-29;other;other
926;m;30-38;DE;NI
926;m;18-23;DE;NI
926;m;18-23;DE;SH
926;m;18-23;DE;RP
926;m;30-38;DE;BW
