answerid;gender;age;country;region
958;m;30-38;DE;SH
958;w;24-29;DE;BW
957;m;18-23;DE;NI
956;m;18-23;DE;BW
957;m;30-38;CH;ZH
956;m;18-23;DE;BW
956;m;18-23;DE;RP
954;m;18-23;DE;NI
958;m;18-23;DE;HE
957;m;30-38;DE;NW
956;m;18-23;DE;SH
957;m;24-29;DE;NI
957;m;24-29;DE;HE
956;m;30-38;DE;BW
956;m;18-23;DE;SN
956;m;18-23;DE;NW
957;m;18-23;DE;TH
958;m;30-38;DE;RP
958;m;24-29;DE;NW
954;m;18-23;DE;NW
957;w;18-23;DE;NI
956;m;49-55;DE;BW
957;m;18-23;DE;NI
958;m;30-38;DE;BY
956;m;24-29;DE;NW
954;m;18-23;DE;NW
957;m;18-23;DE;SN
957;m;24-29;DE;HE
954;m;18-23;DE;HH
956;m;24-29;DE;NI
956;m;24-29;DE;HE
958;m;49-55;DE;BY
956;m;18-23;DE;HE
954;m;24-29;DE;NW
956;m;24-29;DE;HE
957;m;24-29;DE;NI
954;w;<18;DE;NI
957;m;24-29;DE;HE
954;m;18-23;DE;BE
958;m;24-29;DE;BW
958;m;18-23;AT;W
956;m;18-23;DE;SL
957;m;18-23;DE;HE
956;m;18-23;DE;BY
956;m;24-29;DE;BE
954;m;24-29;other;other
957;m;24-29;DE;SN
956;m;18-23;DE;NW
956;m;24-29;DE;BW
957;m;18-23;DE;BY
957;m;18-23;DE;HB
957;m;18-23;DE;RP
956;m;18-23;DE;ST
954;m;24-29;DE;SH
958;m;18-23;DE;HB
956;m;18-23;DE;BW
956;w;24-29;DE;SN
958;m;18-23;DE;HE
954;m;24-29;DE;HE
957;m;18-23;DE;MV
956;m;24-29;DE;BW
954;m;24-29;DE;HE
956;m;18-23;CH;TG
957;m;18-23;DE;BW
957;m;18-23;DE;BW
954;m;18-23;DE;BY
958;m;18-23;DE;NW
956;m;<18;DE;BW
957;m;30-38;DE;NW
954;m;24-29;DE;BY
956;m;18-23;DE;HE
956;m;18-23;DE;NW
956;m;30-38;DE;BY
957;m;18-23;DE;SN
957;m;24-29;DE;BY
958;m;30-38;DE;HH
954;m;18-23;DE;BW
957;m;18-23;DE;BW
954;m;30-38;DE;BY
954;m;18-23;DE;BW
956;m;18-23;DE;NW
958;w;24-29;DE;BW
954;m;24-29;DE;HE
957;m;30-38;DE;BY
956;m;18-23;DE;NW
957;m;18-23;DE;NI
957;m;24-29;DE;BW
957;m;18-23;DE;HE
958;m;24-29;DE;SN
958;m;18-23;DE;BY
958;m;24-29;DE;NW
957;m;18-23;DE;NW
954;m;18-23;DE;SN
957;m;18-23;DE;NW
957;w;18-23;DE;BW
957;m;24-29;DE;NW
957;m;24-29;CH;BS
958;w;24-29;DE;BY
954;m;18-23;DE;BY
957;m;24-29;DE;HH
957;m;18-23;DE;SH
957;m;18-23;DE;NI
957;m;18-23;DE;NW
957;w;18-23;other;other
956;m;18-23;DE;RP
954;m;18-23;DE;NI
956;m;18-23;DE;NW
957;m;18-23;AT;OÖ
954;m;24-29;DE;HE
958;m;24-29;DE;SN
957;m;18-23;DE;NI
956;m;24-29;DE;BY
954;m;24-29;DE;HE
956;m;18-23;DE;BW
957;w;18-23;CH;ZH
957;m;24-29;DE;RP
954;m;18-23;DE;BW
957;m;18-23;DE;NW
957;m;24-29;DE;NI
954;m;18-23;DE;BW
954;m;18-23;DE;NW
954;m;24-29;DE;HE
954;m;18-23;DE;NI
957;m;24-29;DE;NI
956;m;24-29;AT;OÖ
957;m;18-23;DE;NW
957;m;24-29;DE;NI
957;m;18-23;AT;NÖ
958;m;18-23;DE;NW
954;m;18-23;AT;W
957;m;24-29;AT;STMG
954;m;18-23;DE;HE
957;m;24-29;DE;RP
957;m;18-23;DE;NI
957;m;18-23;DE;HE
958;m;24-29;AT;T
958;m;30-38;DE;SH
956;m;24-29;DE;NW
958;m;24-29;DE;BW
957;m;18-23;DE;BY
957;m;18-23;DE;RP
957;m;24-29;DE;BY
954;m;18-23;DE;SH
954;m;24-29;DE;BW
956;m;18-23;DE;NI
958;m;24-29;DE;BW
957;m;18-23;DE;BY
957;m;18-23;DE;BB
956;m;18-23;AT;T
956;m;30-38;AT;NÖ
957;m;18-23;DE;SN
958;m;24-29;DE;NI
954;m;30-38;DE;NW
957;w;18-23;AT;OÖ
956;m;24-29;DE;NW
958;m;24-29;DE;BW
954;m;18-23;DE;TH
954;m;<18;DE;RP
957;m;18-23;DE;NI
956;m;18-23;DE;SH
954;m;24-29;DE;BW
957;m;24-29;DE;BY
956;m;24-29;DE;BE
956;m;30-38;DE;NW
958;m;24-29;DE;NW
954;m;24-29;DE;BY
956;m;30-38;DE;BY
954;m;24-29;DE;BE
958;m;24-29;DE;HE
957;m;18-23;CH;ZH
957;m;18-23;DE;HE
957;m;18-23;DE;RP
958;m;18-23;DE;NI
954;m;18-23;DE;BE
957;m;24-29;DE;NI
956;m;18-23;DE;BY
954;m;18-23;DE;BY
957;m;24-29;DE;NI
957;m;18-23;DE;SN
958;m;18-23;DE;BY
954;m;18-23;DE;BY
954;m;18-23;DE;NW
956;m;24-29;DE;NW
957;m;18-23;DE;NI
956;m;18-23;DE;NW
954;m;18-23;DE;BW
957;m;24-29;DE;ST
956;m;24-29;DE;NW
954;m;30-38;DE;NW
954;m;24-29;other;other
957;m;18-23;DE;NI
958;m;24-29;DE;BW
957;m;55>;DE;BW
958;m;24-29;DE;BY
954;m;18-23;DE;NI
956;m;30-38;DE;BY
958;m;18-23;DE;BY
957;m;24-29;DE;HE
957;m;24-29;CH;BE
954;m;18-23;DE;HH
956;m;24-29;AT;STMG
956;m;24-29;DE;BY
958;m;18-23;DE;HE
957;m;18-23;DE;NW
956;m;24-29;DE;NW
957;m;24-29;DE;BW
957;m;24-29;other;other
954;w;24-29;other;other
954;m;30-38;DE;NI
954;m;18-23;DE;NI
958;m;18-23;DE;SH
956;m;18-23;DE;RP
956;m;30-38;DE;BW
