answerid;gender;age;country;region
943;m;18-23;DE;HE
999;m;24-29;DE;HE
943;m;18-23;DE;MV
943;m;24-29;DE;BW
943;m;24-29;DE;HE
943;m;18-23;CH;TG
943;m;18-23;DE;BW
943;m;18-23;DE;BW
999;m;18-23;DE;BY
943;m;18-23;DE;NW
943;m;<18;DE;BW
943;m;30-38;DE;NW
943;m;24-29;DE;BY
943;m;18-23;DE;HE
943;m;18-23;DE;NW
943;m;30-38;DE;BY
999;m;18-23;DE;SN
943;m;24-29;DE;BY
943;m;30-38;DE;HH
943;m;18-23;DE;BW
999;m;18-23;DE;BW
999;m;30-38;DE;BY
943;m;18-23;DE;BW
943;m;18-23;DE;NW
943;w;24-29;DE;BW
943;m;24-29;DE;HE
943;m;30-38;DE;BY
999;m;18-23;DE;NW
943;m;18-23;DE;NI
943;m;24-29;DE;BW
943;m;18-23;DE;HE
943;m;24-29;DE;SN
999;m;18-23;DE;BY
999;m;24-29;DE;NW
943;m;18-23;DE;NW
943;m;18-23;DE;SN
943;m;18-23;DE;NW
943;w;18-23;DE;BW
943;m;24-29;DE;BE
943;m;24-29;DE;NW
999;m;24-29;CH;BS
999;w;24-29;DE;BY
943;m;18-23;DE;BY
943;m;24-29;DE;HH
943;m;18-23;DE;SH
943;m;18-23;DE;NI
943;m;18-23;DE;NW
999;m;18-23;DE;RP
999;m;18-23;DE;NI
943;m;18-23;DE;NW
943;m;18-23;AT;OÖ
999;m;24-29;DE;HE
999;m;24-29;DE;SN
999;m;18-23;DE;NI
943;m;24-29;DE;BY
943;m;24-29;DE;HE
943;m;18-23;DE;BW
943;w;18-23;CH;ZH
943;m;24-29;DE;RP
943;m;18-23;DE;BW
943;m;18-23;DE;NW
999;m;24-29;DE;NI
943;m;18-23;DE;BW
943;m;18-23;DE;NW
943;m;24-29;DE;HE
999;m;18-23;DE;NI
943;m;24-29;DE;NI
943;m;24-29;AT;OÖ
943;m;18-23;DE;NW
943;m;24-29;DE;NI
943;m;18-23;AT;NÖ
943;m;18-23;DE;NW
943;m;18-23;AT;W
943;m;24-29;AT;STMG
999;m;18-23;DE;HE
999;m;24-29;DE;RP
943;m;18-23;DE;NI
999;m;24-29;AT;T
943;m;30-38;DE;SH
943;m;24-29;DE;NW
999;m;24-29;DE;BW
943;m;18-23;DE;NW
943;m;18-23;DE;BY
999;m;18-23;DE;RP
943;m;24-29;DE;BY
943;m;24-29;DE;BW
943;m;18-23;DE;NI
943;m;24-29;DE;BW
943;m;18-23;DE;BY
943;m;18-23;DE;BB
943;m;18-23;AT;T
943;m;30-38;AT;NÖ
943;m;18-23;DE;SN
943;m;24-29;DE;NI
943;m;30-38;DE;NW
999;w;18-23;AT;OÖ
943;m;24-29;DE;NW
999;m;24-29;DE;BW
999;m;18-23;DE;TH
999;m;<18;DE;RP
999;m;18-23;DE;NI
943;m;18-23;DE;SH
943;m;24-29;DE;BW
943;m;24-29;DE;BY
943;m;24-29;DE;BE
943;m;30-38;DE;NW
943;m;24-29;DE;NW
943;m;24-29;DE;BY
943;m;24-29;DE;BE
999;m;24-29;DE;HE
999;m;18-23;CH;ZH
943;m;18-23;DE;HE
943;m;18-23;DE;RP
943;m;18-23;DE;NI
943;m;18-23;DE;BE
943;m;24-29;DE;NI
943;m;18-23;DE;BY
943;m;18-23;DE;BY
943;m;24-29;DE;NI
943;m;18-23;DE;SN
943;m;18-23;DE;BY
943;m;18-23;DE;BY
999;m;18-23;DE;NW
943;m;24-29;DE;NW
943;m;18-23;DE;NI
999;m;18-23;DE;NW
943;m;18-23;DE;BW
943;m;24-29;DE;ST
999;m;24-29;DE;NW
943;m;30-38;DE;NW
943;m;24-29;other;other
943;m;18-23;DE;NI
943;m;24-29;DE;BW
943;m;55>;DE;BW
999;m;24-29;DE;BY
943;m;30-38;DE;BY
943;m;18-23;DE;BY
999;m;24-29;DE;HE
943;m;24-29;CH;BE
999;m;18-23;DE;HH
999;m;24-29;AT;STMG
943;m;24-29;DE;BY
999;m;18-23;DE;HE
999;m;18-23;DE;NW
943;m;24-29;DE;NW
943;m;24-29;DE;BW
943;m;24-29;other;other
943;w;24-29;other;other
943;m;30-38;DE;NI
943;m;18-23;DE;NI
943;m;18-23;DE;SH
943;m;18-23;DE;RP
943;m;30-38;DE;BW
